participant_id,trial_num,start_position,rule_change_info,path1_start_stim,path1_middle_stim,path1_end_stim,path2_start_stim,path2_middle_stim,path2_end_stim,path1_final_pain,path2_final_pain,optimal_choice
44,38,1,no,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,None,High,path_1
44,39,2,no,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,High,Low,path_2
44,40,1,yes,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,High,Low,path_2
44,41,1,no,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,None,High,path_1
44,42,3,yes,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,None,High,path_1
44,43,2,no,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,High,Low,path_2
44,44,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,45,3,no,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,Low,None,path_2
44,46,1,no,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,None,High,path_1
44,47,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,48,1,yes,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,High,Low,path_2
44,49,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,50,3,yes,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,None,High,path_1
44,51,2,no,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,High,Low,path_2
44,52,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,53,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,54,1,no,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,None,High,path_1
44,55,3,yes,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,None,High,path_1
44,56,3,no,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,Low,None,path_2
44,57,3,no,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,Low,None,path_2
44,58,3,no,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,Low,None,path_2
44,59,3,no,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,Low,None,path_2
44,60,3,no,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,Low,None,path_2
44,61,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,62,1,no,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,None,High,path_1
44,63,2,no,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,High,Low,path_2
44,64,1,no,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,None,High,path_1
44,65,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,66,1,yes,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,High,Low,path_2
44,67,3,yes,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,None,High,path_1
44,68,1,no,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,None,High,path_1
44,69,3,no,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,Low,None,path_2
44,70,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,71,1,no,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,None,High,path_1
44,72,1,yes,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,High,Low,path_2
44,73,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,74,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,75,3,yes,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,None,High,path_1
44,76,1,yes,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,High,Low,path_2
44,77,3,yes,stimuli/ciseau.png,stimuli/violon.png,stimuli/face.png,stimuli/zèbre.png,stimuli/banane.png,stimuli/lunette.png,None,High,path_1
44,78,1,yes,stimuli/violon.png,stimuli/face.png,stimuli/ciseau.png,stimuli/banane.png,stimuli/lunette.png,stimuli/zèbre.png,High,Low,path_2
44,79,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
44,80,2,yes,stimuli/face.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/banane.png,Low,None,path_2
