participant_id,trial_num,start_position,rule_change_info,path1_start_stim,path1_middle_stim,path1_end_stim,path2_start_stim,path2_middle_stim,path2_end_stim,path1_final_pain,path2_final_pain,optimal_choice
78,61,2,yes,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,Low,None,path_2
78,62,2,no,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,High,Low,path_2
78,63,1,yes,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,High,Low,path_2
78,64,2,yes,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,Low,None,path_2
78,65,2,no,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,High,Low,path_2
78,66,3,yes,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,None,High,path_1
78,67,3,no,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,Low,None,path_2
78,68,2,yes,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,Low,None,path_2
78,69,2,yes,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,Low,None,path_2
78,70,3,yes,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,None,High,path_1
78,71,1,yes,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,High,Low,path_2
78,72,2,yes,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,Low,None,path_2
78,73,3,yes,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,None,High,path_1
78,74,2,no,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,High,Low,path_2
78,75,3,yes,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,None,High,path_1
78,76,1,yes,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,High,Low,path_2
78,77,3,yes,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,None,High,path_1
78,78,3,no,stimuli/face.png,stimuli/lunette.png,stimuli/ciseau.png,stimuli/violon.png,stimuli/banane.png,stimuli/zèbre.png,Low,None,path_2
78,79,2,yes,stimuli/ciseau.png,stimuli/face.png,stimuli/lunette.png,stimuli/zèbre.png,stimuli/violon.png,stimuli/banane.png,Low,None,path_2
78,80,1,yes,stimuli/lunette.png,stimuli/ciseau.png,stimuli/face.png,stimuli/banane.png,stimuli/zèbre.png,stimuli/violon.png,High,Low,path_2
